X1,X2,X3,F1,F2,F3,Y
1.0976270078546495,2.3507531929361822,0.7843459227017306,0.23119773949971267,1.860532932368561,-0.706362343334484,1.0
1.430378732744839,0.5661235014618485,0.08231317232858326,0.5445738191293201,0.4282410407526299,-0.08222025223467343,0.0
1.2055267521432877,1.2221522529396482,1.8466011371026176,0.3271609633708652,0.06059622566174239,-0.9622063421871078,1.0
1.0897663659937937,0.11812445417765763,0.8124699491429728,0.2244069305604075,1.283411750443903,-0.7259879893923932,3.0
0.8473095986778094,0.03703227481259599,1.8885643662798632,0.027534196945794287,1.4345460820716334,-0.9499351532648938,0.0
1.2917882261333122,3.129867826535566,1.4454489793606682,0.4076919592661825,1.5201686697675578,-0.9921543019270026,0.0
0.875174422525385,1.5337150344540489,1.8366399044771942,0.04896537997039463,0.43720656900609,-0.9648712167029992,0.0
1.7835460015641595,1.1687502654476605,1.6465350773531309,0.9394509677828218,0.029404876108202527,-0.9971331916450897,0.0
1.9273255210020586,0.6162928111215165,1.293793403715398,1.121280032533265,0.34893490027322693,-0.9618793798843415,0.0
0.7668830376515554,2.5358692272048287,0.13587804004679782,-0.032674260992648696,1.986541381354122,-0.13546031006528847,2.0
1.5834500761653292,2.2171875589269305,1.677631544118221,0.7072006492738554,1.6955489681360878,-0.9942985441883686,2.0
1.057789839505809,0.004888939983263947,1.385644801111808,0.19705588907118976,1.4915083409410004,-0.9829083667220694,0.0
1.1360891221878646,2.4228800502757037,1.915983028962464,0.26481269174042876,1.9248224839327048,-0.941012294152311,1.0
1.851193276585322,0.3502333731674933,0.2844449362610182,1.0233733524844744,0.8240527268767721,-0.2806247346258575,2.0
0.14207211639577388,2.9802174590213544,0.17554707568094763,-0.4263800620294125,1.7488659139978826,-0.1746468314539738,1.0
0.17425859940308142,1.0453212369388534,1.0377599614521962,-0.4089622585471995,7.04110212479403e-06,-0.8612681116284899,0.0
0.04043679488065144,1.4171811649797343,0.7198647480589357,-0.47957582627969697,0.26150934361108913,-0.6592829827565229,0.0
1.665239691095876,0.01564797667288747,1.9205473646819755,0.799334758233857,1.472656494254566,-0.9394580522969948,0.0
1.556313501899701,2.5899060136902916,1.407544435934502,0.6774549723901653,1.9984225586527362,-0.9867039790106915,4.0
1.7400242964936383,0.9681391235593049,0.891988140159732,0.8869398504825914,0.012474448030237895,-0.7783215702637531,0.0
1.957236684465528,1.748129418286924,0.3844174952399124,1.1607774172908458,0.8318697675723874,-0.37501920856353704,1.0
1.5983171284334472,2.9110022568531195,0.8857628201546237,0.7236690663544221,1.8331502020528332,-0.7743978479102173,2.0
0.9229587245058637,0.49078709143630395,0.9325728335569448,0.0864191384918147,0.5578669430293962,-0.8031554133688382,0.0
1.561058352572911,2.724796340224662,0.018285111332424275,0.6826269543807051,1.9772730791746742,-0.018284092425962944,2.0
0.23654885173786644,1.5715469501745827,0.5144308211400512,-0.3744470501649395,0.5013006807779624,-0.4920394170614361,0.0
1.2798420426550476,2.9042647249820064,0.49074339351949625,0.39633110367734536,1.8405266776824485,-0.47128167859796355,1.0
0.2867065748180928,2.583504584308141,0.7620428717527872,-0.3458625281134815,1.997621920384399,-0.6904007535463129,0.0
1.8893378340991678,1.3916628100055748,0.8480766513131124,1.0719617049391652,0.22807366090345238,-0.7500096386117471,1.0
1.0436966435001434,0.2786962471643819,0.5350611129909475,0.18513945290892164,0.9662127130602772,-0.5098936120655397,2.0
0.8293238799810472,0.09486810241448096,0.22529249320842282,0.013858879029953197,1.3276947575418572,-0.22339147323997968,1.0
0.5291112242092539,2.746477089716588,0.27735914723543953,-0.19714812448761698,1.9671654038316426,-0.2738166819371428,0.0
1.5484673788684333,1.4900100123956528,1.37640432864909,0.6689294166600628,0.3671942589484345,-0.9811652986247533,1.0
0.9123006644330971,2.0850590469707786,1.9117794518015778,0.07798754930226193,1.4837432578872018,-0.9424263504789224,0.0
1.136867897737297,2.7697801811276217,0.6897087252656704,0.2655000220375794,1.9542746173080183,-0.6363125107448073,0.0
0.037579600872710284,0.9571144494983997,0.28557278238126926,-0.48103256040629594,0.016186076123537285,-0.28170708243084086,0.0
1.2352709941517541,2.8141225179356764,0.5201156050409801,0.3545377934786573,1.9240485125735152,-0.49698045879505953,0.0
1.2241914454448428,0.08649570944143169,0.30435010506872695,0.3442924771447795,1.343468278501376,-0.29967321153679044,2.0
1.2338679937495138,0.8794124558622873,0.3894793126481346,0.3532372910482371,0.055777304992098986,-0.3797067751583786,1.0
1.8874961570292483,2.5502393432760475,1.3243210234571352,1.0695944335954306,1.9908326869976065,-0.9697784251854649,1.0
1.3636405982069668,2.680470683939113,0.7698546510453903,0.4774740522928749,1.9922034495863872,-0.6960308837090057,2.0
0.719015801147572,2.968287936907001,0.5009085719743691,-0.06737575250175687,1.7644631791246193,-0.4802226875318252,2.0
0.8740639075986829,0.9519379875274943,1.1623158236818139,0.04810554411992185,0.018093939015497496,-0.9177254494599633,0.0
1.3952623918545297,2.4511823838409845,1.7956478942788938,0.5089881672146324,1.9448621331057914,-0.974827212569054,0.0
0.12045094325853967,3.09487812163027,0.04885802779044002,-0.43792401244590984,1.5786136203578827,-0.048838591887987066,0.0
1.3335334308913354,1.6556382254727204,1.1934375478401325,0.44792891921580047,0.6534272060098862,-0.9296410781844434,1.0
1.3412757392363188,0.793554647850848,1.343991984429484,0.45548426690173605,0.12593370124917125,-0.9743899602317332,0.0
0.4207651221476818,0.12240372381863435,0.8663381479789742,-0.2658498925521253,1.2751938461484418,-0.7619625584085,2.0
0.2578525953097066,2.3865204813186005,1.84070349531574,-0.36239372317455887,1.8947403856174927,-0.9637956532869241,0.0
0.6308567018483677,0.43619563973673836,0.3403743565390607,-0.1291536114721501,0.6582367311599453,-0.3338399951384313,0.0
0.7274215418852452,1.2156160497243993,0.02317162057197053,-0.06134194773445367,0.05619523150803307,-0.023169547061103468,0.0
1.1403935408357593,0.9716251209196758,1.6805869719361903,0.26861502831502393,0.011400655843560092,-0.9939790587949119,0.0
0.8772030269246407,1.3095750117951541,0.7915553007182277,0.05053729602663615,0.13455324768235533,-0.7114471039432094,0.0
1.9767476761184524,2.846279786639876,1.6597981184455235,1.1868616457023888,1.8975691643709387,-0.9960419543218094,3.0
0.20408962149605614,1.338154357467621,1.990740702279062,-0.39256690447851317,0.16458758644979732,-0.9131116203774863,0.0
0.4177535121896694,2.8674708271442393,0.23017346329853128,-0.2677068834448093,1.878083609485353,-0.22814641548902143,0.0
0.3226190357699925,2.5302414240306654,1.6650915978693048,-0.3249513889050526,1.9846385048116175,-0.9955574941385373,0.0
1.3062166509307969,0.9059672494808909,1.5210253505327667,0.42150421662615334,0.039627472047073176,-0.9987616806178676,1.0
